id,title,company,location,salary,type,description,posted,skills
383,UI/UX Designer,CloudOps Solutions,"Berlin, Germany",$174K - $209K,Part-time,"We are seeking a UI/UX Designer who can balance aesthetics with usability. You will create user flows, wireframes, and final mockups that solve complex user problems simply. This role involves constant iteration based on user feedback and data, ensuring our products are always evolving to meet user needs. Experience with agile methodologies is preferred for this role.",,"Figma, Adobe XD, User Research, Prototyping, Wireframing, Visual Design"
384,Senior Frontend Developer,Flipkart,"Gurugram, Haryana",$93K - $140K,Remote,"Join our engineering team to build the next generation of web interfaces. You will focus on building reusable component libraries, implementing advanced state management patterns, and ensuring our applications are accessible and performant. This role requires a deep understanding of browser internals and modern CSS techniques to deliver a premium user experience. We offer competitive benefits and a remote-friendly culture.",,"React, TypeScript, Next.js, Tailwind CSS, Redux, Web Performance"
385,Cloud Architect,Microsoft,"Noida, Uttar Pradesh",$123K - $164K,Remote,"Design and oversee complex cloud architectures on AWS or Azure. Focus on cost-optimization, disaster recovery, and ensuring systems are built for massive scale. You will provide technical leadership for cloud migrations and ensure that our cloud infrastructure follows industry best practices for security and reliability. We offer competitive benefits and a remote-friendly culture.",,"AWS, Azure, Cloud Security, Serverless, Infrastructure as Code"
386,Site Reliability Engineer,Meta,"Austin, TX",$156K - $214K,Remote,Exciting opportunity for a Site Reliability Engineer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,,"General Tech, Problem Solving"
387,Blockchain Developer,Flipkart,"Austin, TX",$163K - $210K,Full-time,Exciting opportunity for a Blockchain Developer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,,"General Tech, Problem Solving"
388,Product Manager,Microsoft,"London, UK (Remote)",$134K - $156K,Full-time,"Define the product vision and strategy for our core features. Work closely with engineering, design, and business teams to prioritize the roadmap and deliver maximum value to users. You will be responsible for gathering requirements, writing user stories, and managing the product lifecycle from concept to launch. We offer competitive benefits and a remote-friendly culture.",,"Agile, Product Roadmap, User Stories, Market Research, Data Analytics"
389,Data Scientist,Amazon,"Pune, Maharashtra",$134K - $189K,Remote,"We are looking for a Data Scientist to build predictive models and recommendation engines. You will work with large-scale data systems, implement feature engineering pipelines, and evaluate model performance in production. Strong mathematical foundation and experience with A/B testing are essential for this role. We offer competitive benefits and a remote-friendly culture.",,"Python, R, SQL, Pandas, Scikit-Learn, Data Visualization"
390,Site Reliability Engineer,Flipkart,"New York, NY",$160K - $189K,Full-time,Exciting opportunity for a Site Reliability Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,,"General Tech, Problem Solving"
391,Backend Engineer,Zomato,"Austin, TX",$156K - $197K,Part-time,"Design and implement scalable backend services and APIs using Node.js and Python. Focus on data integrity, system performance, and building robust distributed systems that handle millions of requests. You will be responsible for database schema design, implementing caching strategies, and ensuring the reliability of our core services. Experience with agile methodologies is preferred for this role.",,"Node.js, Python, PostgreSQL, Redis, Microservices, gRPC"
392,QA Automation Engineer,Salesforce,"New York, NY",$160K - $211K,Part-time,Exciting opportunity for a QA Automation Engineer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,,"General Tech, Problem Solving"
393,UI/UX Designer,Adobe,"New York, NY",$161K - $219K,Remote,Drive the design vision of our platform. You will be responsible for creating a cohesive design system that scales across multiple products and platforms. Strong communication skills are essential as you will present your design decisions to stakeholders and work closely with engineering to bring them to life. We offer competitive benefits and a remote-friendly culture.,,"Figma, Adobe XD, User Research, Prototyping, Wireframing, Visual Design"
394,Blockchain Developer,Spotify,"London, UK (Remote)",$137K - $166K,Remote,Exciting opportunity for a Blockchain Developer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,,"General Tech, Problem Solving"
395,Data Scientist,CloudOps Solutions,"San Francisco, CA (Remote)",$167K - $194K,Part-time,"We are looking for a Data Scientist to build predictive models and recommendation engines. You will work with large-scale data systems, implement feature engineering pipelines, and evaluate model performance in production. Strong mathematical foundation and experience with A/B testing are essential for this role. We offer competitive benefits and a remote-friendly culture.",,"Python, R, SQL, Pandas, Scikit-Learn, Data Visualization"
396,DevOps Engineer,Adobe,"London, UK (Remote)",$129K - $159K,Full-time,"Join our DevOps team to build and maintain the foundations of our software delivery platform. You will focus on building automated testing environments, implementing centralized logging and tracing, and ensuring our developer experience is world-class through efficient tooling and automation. We offer competitive benefits and a remote-friendly culture.",,"AWS, Docker, Kubernetes, Terraform, Jenkins, Monitoring"
397,Cloud Architect,Google,"Gurugram, Haryana",$138K - $188K,Remote,"Design and oversee complex cloud architectures on AWS or Azure. Focus on cost-optimization, disaster recovery, and ensuring systems are built for massive scale. You will provide technical leadership for cloud migrations and ensure that our cloud infrastructure follows industry best practices for security and reliability. We offer competitive benefits and a remote-friendly culture.",,"AWS, Azure, Cloud Security, Serverless, Infrastructure as Code"
398,Site Reliability Engineer,Adobe,"Gurugram, Haryana",$94K - $141K,Part-time,Exciting opportunity for a Site Reliability Engineer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,,"General Tech, Problem Solving"
399,Full Stack Developer,Google,"Pune, Maharashtra",$141K - $201K,Full-time,"Build full-featured applications from the ground up. You will architect database schemas, develop robust backend services, and create dynamic user interfaces. Collaboration is key as you will work with product managers to translate requirements into fully functional technical solutions across all layers of the stack. Join us to make a real impact.",,"React, Node.js, MongoDB, Express.js, GraphQL, AWS"
400,Site Reliability Engineer,Salesforce,"Noida, Uttar Pradesh",$99K - $135K,Remote,Exciting opportunity for a Site Reliability Engineer to join our growing team. We value innovation and excellence. Join us to make a real impact.,,"General Tech, Problem Solving"
401,Blockchain Developer,Microsoft,"San Francisco, CA (Remote)",$89K - $118K,Part-time,Exciting opportunity for a Blockchain Developer to join our growing team. We value innovation and excellence. Join us to make a real impact.,,"General Tech, Problem Solving"
402,Site Reliability Engineer,Google,"Mumbai, Maharashtra",$132K - $188K,Part-time,Exciting opportunity for a Site Reliability Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,,"General Tech, Problem Solving"
403,Data Engineer,Flipkart,"Berlin, Germany",$180K - $223K,Part-time,Exciting opportunity for a Data Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,,"General Tech, Problem Solving"
404,Site Reliability Engineer,OpenAI,"Gurugram, Haryana",$127K - $169K,Contract,Exciting opportunity for a Site Reliability Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,,"General Tech, Problem Solving"
405,Full Stack Developer,Amazon,"Pune, Maharashtra",$157K - $212K,Part-time,"Build full-featured applications from the ground up. You will architect database schemas, develop robust backend services, and create dynamic user interfaces. Collaboration is key as you will work with product managers to translate requirements into fully functional technical solutions across all layers of the stack. Join us to make a real impact.",,"React, Node.js, MongoDB, Express.js, GraphQL, AWS"
406,Backend Engineer,Adobe,"London, UK (Remote)",$142K - $197K,Remote,"Design and implement scalable backend services and APIs using Node.js and Python. Focus on data integrity, system performance, and building robust distributed systems that handle millions of requests. You will be responsible for database schema design, implementing caching strategies, and ensuring the reliability of our core services. Join us to make a real impact.",,"Node.js, Python, PostgreSQL, Redis, Microservices, gRPC"
407,QA Automation Engineer,Cognizant India,"San Francisco, CA (Remote)",$174K - $203K,Full-time,Exciting opportunity for a QA Automation Engineer to join our growing team. We value innovation and excellence. Be part of a diverse team pushing technological boundaries.,,"General Tech, Problem Solving"
408,Data Engineer,Amazon,"Toronto, Canada",$145K - $193K,Remote,Exciting opportunity for a Data Engineer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,,"General Tech, Problem Solving"
409,Cloud Architect,Salesforce,"Bengaluru, Karnataka",$131K - $165K,Contract,"Design and oversee complex cloud architectures on AWS or Azure. Focus on cost-optimization, disaster recovery, and ensuring systems are built for massive scale. You will provide technical leadership for cloud migrations and ensure that our cloud infrastructure follows industry best practices for security and reliability. Join us to make a real impact.",,"AWS, Azure, Cloud Security, Serverless, Infrastructure as Code"
410,Product Manager,Zomato,"Austin, TX",$134K - $166K,Remote,"As a Product Manager, you will be the voice of the customer. You will conduct market research, analyze user feedback, and use data to make informed product decisions. Your goal is to build products that not only solve real problems but also delight our users and drive business growth. Looking for a self-motivated individual who loves solving complex problems.",,"Agile, Product Roadmap, User Stories, Market Research, Data Analytics"
411,UI/UX Designer,Meta,"Gurugram, Haryana",$96K - $146K,Remote,Drive the design vision of our platform. You will be responsible for creating a cohesive design system that scales across multiple products and platforms. Strong communication skills are essential as you will present your design decisions to stakeholders and work closely with engineering to bring them to life. Be part of a diverse team pushing technological boundaries.,,"Figma, Adobe XD, User Research, Prototyping, Wireframing, Visual Design"
412,Site Reliability Engineer,Mindtree,"Noida, Uttar Pradesh",$148K - $199K,Contract,Exciting opportunity for a Site Reliability Engineer to join our growing team. We value innovation and excellence. Join us to make a real impact.,,"General Tech, Problem Solving"
413,DevOps Engineer,Stripe,"Berlin, Germany",$127K - $148K,Contract,"Lead our infrastructure automation efforts to achieve high availability and rapid deployment cycles. You will design and implement infrastructure as code using Terraform, manage container orchestration platforms, and optimize our cloud spending. Experience with security hardening and compliance in the cloud is essential. Experience with agile methodologies is preferred for this role.",,"AWS, Docker, Kubernetes, Terraform, Jenkins, Monitoring"
414,Data Scientist,Amazon,"New York, NY",$137K - $191K,Part-time,"Help us leverage data to gain a competitive advantage. You will design experiments, build automated reporting dashboards, and develop sophisticated algorithms to understand user behavior. This role requires the ability to translate complex data results into actionable business strategies and product improvements. Looking for a self-motivated individual who loves solving complex problems.",,"Python, R, SQL, Pandas, Scikit-Learn, Data Visualization"
415,Site Reliability Engineer,DataWorks Ltd.,"Noida, Uttar Pradesh",$134K - $161K,Remote,Exciting opportunity for a Site Reliability Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,,"General Tech, Problem Solving"
416,DevOps Engineer,Netflix,"Bengaluru, Karnataka",$180K - $237K,Contract,"Lead our infrastructure automation efforts to achieve high availability and rapid deployment cycles. You will design and implement infrastructure as code using Terraform, manage container orchestration platforms, and optimize our cloud spending. Experience with security hardening and compliance in the cloud is essential. Be part of a diverse team pushing technological boundaries.",,"AWS, Docker, Kubernetes, Terraform, Jenkins, Monitoring"
417,Blockchain Developer,Adobe,"San Francisco, CA (Remote)",$115K - $166K,Contract,Exciting opportunity for a Blockchain Developer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,,"General Tech, Problem Solving"
418,Mobile App Developer,Netflix,"Austin, TX",$180K - $204K,Contract,"Develop high-quality mobile applications for both iOS and Android platforms using React Native or Flutter. Focus on performance, smooth animations, and delivering a native-like experience. You will be responsible for integrating with native APIs and ensuring our apps are optimized for a wide range of devices. Be part of a diverse team pushing technological boundaries.",,"React Native, Flutter, Firebase, Mobile UI Design, App Store Optimization"
419,Full Stack Developer,Google,"Bengaluru, Karnataka",$131K - $189K,Full-time,"We are seeking a Full Stack Developer to build modern web solutions. You will work on both the client and server sides, implementing responsive designs and scalable API services. This role requires versatility and the ability to switch contexts quickly while maintaining high code quality and architectural integrity. Join us to make a real impact.",,"React, Node.js, MongoDB, Express.js, GraphQL, AWS"
420,Data Scientist,NVIDIA,"Toronto, Canada",$168K - $190K,Part-time,"Help us leverage data to gain a competitive advantage. You will design experiments, build automated reporting dashboards, and develop sophisticated algorithms to understand user behavior. This role requires the ability to translate complex data results into actionable business strategies and product improvements. Looking for a self-motivated individual who loves solving complex problems.",,"Python, R, SQL, Pandas, Scikit-Learn, Data Visualization"
421,Full Stack Developer,Stripe,Singapore,$101K - $146K,Contract,"End-to-end development of web applications using the MERN stack. Handle everything from database design and server-side logic to building interactive frontend components with React. You will be responsible for the entire feature lifecycle, ensuring a cohesive and performant experience across the full application stack. Experience with agile methodologies is preferred for this role.",,"React, Node.js, MongoDB, Express.js, GraphQL, AWS"
422,Machine Learning Engineer,Tech Innovations Inc.,"Mumbai, Maharashtra",$178K - $203K,Part-time,"As an ML Engineer, you will bridge the gap between research and production. You will take prototype models and turn them into scalable, high-performance services. This involves optimizing inference latency, managing large datasets for training, and building automated retraining pipelines. Be part of a diverse team pushing technological boundaries.",,"PyTorch, TensorFlow, NLP, Computer Vision, MLOps, Model Deployment"
423,Security Specialist,Spotify,"Austin, TX",$175K - $202K,Full-time,Exciting opportunity for a Security Specialist to join our growing team. We value innovation and excellence. We offer competitive benefits and a remote-friendly culture.,,"General Tech, Problem Solving"
424,Site Reliability Engineer,Spotify,Singapore,$100K - $132K,Remote,Exciting opportunity for a Site Reliability Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,,"General Tech, Problem Solving"
425,Blockchain Developer,Amazon,"Toronto, Canada",$157K - $206K,Contract,Exciting opportunity for a Blockchain Developer to join our growing team. We value innovation and excellence. We offer competitive benefits and a remote-friendly culture.,,"General Tech, Problem Solving"
426,UI/UX Designer,DataWorks Ltd.,"Austin, TX",$100K - $122K,Remote,Drive the design vision of our platform. You will be responsible for creating a cohesive design system that scales across multiple products and platforms. Strong communication skills are essential as you will present your design decisions to stakeholders and work closely with engineering to bring them to life. Experience with agile methodologies is preferred for this role.,,"Figma, Adobe XD, User Research, Prototyping, Wireframing, Visual Design"
427,DevOps Engineer,Spotify,"Mumbai, Maharashtra",$103K - $148K,Full-time,"Automate infrastructure deployment and management using AWS, Docker, and Kubernetes. Ensure system reliability, scalability, and security through robust CI/CD pipelines and cloud-native practices. You will be responsible for monitoring system health and responding to incidents in our production environment. Experience with agile methodologies is preferred for this role.",,"AWS, Docker, Kubernetes, Terraform, Jenkins, Monitoring"
428,Security Specialist,Mindtree,"Toronto, Canada",$84K - $137K,Contract,Exciting opportunity for a Security Specialist to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,,"General Tech, Problem Solving"
429,Backend Engineer,Stripe,"San Francisco, CA (Remote)",$137K - $169K,Full-time,"Architect and maintain the server-side logic of our cloud-based platforms. You will focus on building RESTful and gRPC APIs, managing relational and NoSQL databases, and ensuring high availability across multiple regions. This role involves deep dives into system performance tuning and implementing comprehensive monitoring solutions. Experience with agile methodologies is preferred for this role.",,"Node.js, Python, PostgreSQL, Redis, Microservices, gRPC"
430,Blockchain Developer,Tech Innovations Inc.,"Pune, Maharashtra",$180K - $221K,Remote,Exciting opportunity for a Blockchain Developer to join our growing team. We value innovation and excellence. Be part of a diverse team pushing technological boundaries.,,"General Tech, Problem Solving"
431,Product Manager,Mindtree,"San Francisco, CA (Remote)",$115K - $139K,Contract,"As a Product Manager, you will be the voice of the customer. You will conduct market research, analyze user feedback, and use data to make informed product decisions. Your goal is to build products that not only solve real problems but also delight our users and drive business growth. Looking for a self-motivated individual who loves solving complex problems.",,"Agile, Product Roadmap, User Stories, Market Research, Data Analytics"
432,Data Engineer,Cognizant India,"Gurugram, Haryana",$175K - $219K,Contract,Exciting opportunity for a Data Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,,"General Tech, Problem Solving"
433,UI/UX Designer,Zomato,Singapore,$164K - $202K,Part-time,"Design intuitive and beautiful user experiences for our web and mobile applications. Conduct user research, create high-fidelity prototypes in Figma, and collaborate with developers to ensure faithful implementation of your designs. You will define the visual language and interaction patterns for our entire product suite. Experience with agile methodologies is preferred for this role.",,"Figma, Adobe XD, User Research, Prototyping, Wireframing, Visual Design"
434,Security Specialist,OpenAI,"Austin, TX",$105K - $136K,Part-time,Exciting opportunity for a Security Specialist to join our growing team. We value innovation and excellence. We offer competitive benefits and a remote-friendly culture.,,"General Tech, Problem Solving"
435,Backend Engineer,Meta,"Berlin, Germany",$111K - $161K,Contract,"Architect and maintain the server-side logic of our cloud-based platforms. You will focus on building RESTful and gRPC APIs, managing relational and NoSQL databases, and ensuring high availability across multiple regions. This role involves deep dives into system performance tuning and implementing comprehensive monitoring solutions. Experience with agile methodologies is preferred for this role.",,"Node.js, Python, PostgreSQL, Redis, Microservices, gRPC"
436,Site Reliability Engineer,Zomato,"Gurugram, Haryana",$174K - $212K,Full-time,Exciting opportunity for a Site Reliability Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,,"General Tech, Problem Solving"
437,Blockchain Developer,Zomato,"Mumbai, Maharashtra",$147K - $171K,Part-time,Exciting opportunity for a Blockchain Developer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,,"General Tech, Problem Solving"
438,AI Engineer,DataWorks Ltd.,"Toronto, Canada",$144K - $167K,Part-time,Exciting opportunity for a AI Engineer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,,"General Tech, Problem Solving"
439,Cloud Architect,Google,"Pune, Maharashtra",$80K - $112K,Part-time,"Design and oversee complex cloud architectures on AWS or Azure. Focus on cost-optimization, disaster recovery, and ensuring systems are built for massive scale. You will provide technical leadership for cloud migrations and ensure that our cloud infrastructure follows industry best practices for security and reliability. Join us to make a real impact.",,"AWS, Azure, Cloud Security, Serverless, Infrastructure as Code"
440,Backend Engineer,Cognizant India,"Noida, Uttar Pradesh",$91K - $130K,Part-time,"We are looking for a Backend Engineer to join our core platform team. You will build high-throughput microservices, optimize complex database queries, and implement secure authentication systems. Experience with message brokers like Kafka or Redis is a plus as you will work on event-driven architectures to process data in real-time. Join us to make a real impact.",,"Node.js, Python, PostgreSQL, Redis, Microservices, gRPC"
441,Mobile App Developer,Meta,"Gurugram, Haryana",$97K - $155K,Full-time,"Architect and build cross-platform mobile solutions that delight users. You will focus on pixel-perfect UI implementation, optimizing app startup times, and managing complex application states. This role involves working closely with UX designers to push the boundaries of mobile interaction design. Be part of a diverse team pushing technological boundaries.",,"React Native, Flutter, Firebase, Mobile UI Design, App Store Optimization"
442,Mobile App Developer,Netflix,"Noida, Uttar Pradesh",$175K - $234K,Part-time,"Develop high-quality mobile applications for both iOS and Android platforms using React Native or Flutter. Focus on performance, smooth animations, and delivering a native-like experience. You will be responsible for integrating with native APIs and ensuring our apps are optimized for a wide range of devices. Experience with agile methodologies is preferred for this role.",,"React Native, Flutter, Firebase, Mobile UI Design, App Store Optimization"
443,AI Engineer,Cognizant India,"London, UK (Remote)",$99K - $127K,Part-time,Exciting opportunity for a AI Engineer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,,"General Tech, Problem Solving"
444,Backend Engineer,OpenAI,"Berlin, Germany",$116K - $140K,Remote,"Architect and maintain the server-side logic of our cloud-based platforms. You will focus on building RESTful and gRPC APIs, managing relational and NoSQL databases, and ensuring high availability across multiple regions. This role involves deep dives into system performance tuning and implementing comprehensive monitoring solutions. Join us to make a real impact.",,"Node.js, Python, PostgreSQL, Redis, Microservices, gRPC"
445,AI Engineer,Spotify,"London, UK (Remote)",$91K - $138K,Full-time,Exciting opportunity for a AI Engineer to join our growing team. We value innovation and excellence. Join us to make a real impact.,,"General Tech, Problem Solving"
446,Cloud Architect,Google,"London, UK (Remote)",$180K - $234K,Full-time,"We are looking for a Cloud Architect to define our global infrastructure strategy. You will design serverless architectures, implement complex networking solutions, and ensure that our platform is highly available across multiple regions. This role involves mentoring engineering teams on cloud-native development patterns. Be part of a diverse team pushing technological boundaries.",,"AWS, Azure, Cloud Security, Serverless, Infrastructure as Code"
447,UI/UX Designer,Zomato,"Mumbai, Maharashtra",$152K - $203K,Contract,Drive the design vision of our platform. You will be responsible for creating a cohesive design system that scales across multiple products and platforms. Strong communication skills are essential as you will present your design decisions to stakeholders and work closely with engineering to bring them to life. Join us to make a real impact.,,"Figma, Adobe XD, User Research, Prototyping, Wireframing, Visual Design"
448,Backend Engineer,Spotify,"Berlin, Germany",$175K - $216K,Contract,"Design and implement scalable backend services and APIs using Node.js and Python. Focus on data integrity, system performance, and building robust distributed systems that handle millions of requests. You will be responsible for database schema design, implementing caching strategies, and ensuring the reliability of our core services. Looking for a self-motivated individual who loves solving complex problems.",,"Node.js, Python, PostgreSQL, Redis, Microservices, gRPC"
449,Data Engineer,Meta,Singapore,$155K - $179K,Full-time,Exciting opportunity for a Data Engineer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,,"General Tech, Problem Solving"
450,AI Engineer,Cognizant India,"Toronto, Canada",$178K - $216K,Contract,Exciting opportunity for a AI Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,,"General Tech, Problem Solving"
451,DevOps Engineer,Netflix,"Bengaluru, Karnataka",$133K - $169K,Part-time,"Automate infrastructure deployment and management using AWS, Docker, and Kubernetes. Ensure system reliability, scalability, and security through robust CI/CD pipelines and cloud-native practices. You will be responsible for monitoring system health and responding to incidents in our production environment. Be part of a diverse team pushing technological boundaries.",,"AWS, Docker, Kubernetes, Terraform, Jenkins, Monitoring"
452,AI Engineer,Mindtree,"New York, NY",$116K - $148K,Full-time,Exciting opportunity for a AI Engineer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,,"General Tech, Problem Solving"
453,Blockchain Developer,CloudOps Solutions,"Toronto, Canada",$87K - $145K,Contract,Exciting opportunity for a Blockchain Developer to join our growing team. We value innovation and excellence. Be part of a diverse team pushing technological boundaries.,,"General Tech, Problem Solving"
454,Senior Frontend Developer,CloudOps Solutions,"Berlin, Germany",$103K - $147K,Part-time,"Lead the development of high-performance user interfaces using modern React ecosystems. Responsibilities include architecting frontend solutions, mentoring junior developers, and ensuring seamless UX across all devices. You will work closely with design teams to implement pixel-perfect components and optimize web performance for millions of global users. We offer competitive benefits and a remote-friendly culture.",,"React, TypeScript, Next.js, Tailwind CSS, Redux, Web Performance"
455,Mobile App Developer,Stripe,"San Francisco, CA (Remote)",$152K - $175K,Full-time,"Join our mobile team to create engaging user experiences on smartphones and tablets. You will build feature-rich applications, implement offline sync capabilities, and ensure our mobile products are stable and secure. Experience with mobile CI/CD and publishing to App Store and Google Play is required. We offer competitive benefits and a remote-friendly culture.",,"React Native, Flutter, Firebase, Mobile UI Design, App Store Optimization"
456,Product Manager,Google,"Noida, Uttar Pradesh",$99K - $145K,Contract,"Lead cross-functional teams to build and ship impactful features. You will manage stakeholders, navigate technical constraints, and ensure that our products are aligned with the overall company strategy. This role requires strong leadership, excellent communication, and a deep understanding of the agile development process. Join us to make a real impact.",,"Agile, Product Roadmap, User Stories, Market Research, Data Analytics"
457,Senior Frontend Developer,Stripe,"Bengaluru, Karnataka",$85K - $119K,Contract,"Lead the development of high-performance user interfaces using modern React ecosystems. Responsibilities include architecting frontend solutions, mentoring junior developers, and ensuring seamless UX across all devices. You will work closely with design teams to implement pixel-perfect components and optimize web performance for millions of global users. Be part of a diverse team pushing technological boundaries.",,"React, TypeScript, Next.js, Tailwind CSS, Redux, Web Performance"
458,Mobile App Developer,Zomato,"London, UK (Remote)",$123K - $165K,Contract,"Join our mobile team to create engaging user experiences on smartphones and tablets. You will build feature-rich applications, implement offline sync capabilities, and ensure our mobile products are stable and secure. Experience with mobile CI/CD and publishing to App Store and Google Play is required. Be part of a diverse team pushing technological boundaries.",,"React Native, Flutter, Firebase, Mobile UI Design, App Store Optimization"
459,UI/UX Designer,CloudOps Solutions,"London, UK (Remote)",$172K - $196K,Remote,Drive the design vision of our platform. You will be responsible for creating a cohesive design system that scales across multiple products and platforms. Strong communication skills are essential as you will present your design decisions to stakeholders and work closely with engineering to bring them to life. We offer competitive benefits and a remote-friendly culture.,,"Figma, Adobe XD, User Research, Prototyping, Wireframing, Visual Design"
500,AI Researcher,Scale AI,"New York, NY",$267K - $339K,Full-time,Exciting opportunity for a AI Researcher to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,Just now,"General Tech, Problem Solving"
501,Generative AI Developer,Intel,"Berlin, Germany",$140K - $185K,Full-time,Exciting opportunity for a Generative AI Developer to join our growing team. We value innovation and excellence. Be part of a diverse team pushing technological boundaries.,Just now,"General Tech, Problem Solving"
502,Analytics Engineer,Salesforce,"London, UK (Remote)",$154K - $238K,Contract,Exciting opportunity for a Analytics Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,Just now,"General Tech, Problem Solving"
503,Robotics Software Engineer,Google AI,"Austin, TX",$219K - $251K,Full-time,Exciting opportunity for a Robotics Software Engineer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,Just now,"General Tech, Problem Solving"
504,Generative AI Developer,Cisco,Singapore,$264K - $351K,Remote,Exciting opportunity for a Generative AI Developer to join our growing team. We value innovation and excellence. Be part of a diverse team pushing technological boundaries.,Just now,"General Tech, Problem Solving"
505,AI Researcher,NVIDIA,"Tel Aviv, Israel",$249K - $281K,Contract,Exciting opportunity for a AI Researcher to join our growing team. We value innovation and excellence. Join us to make a real impact.,Just now,"General Tech, Problem Solving"
506,Generative AI Developer,Intel,"London, UK (Remote)",$144K - $229K,Contract,Exciting opportunity for a Generative AI Developer to join our growing team. We value innovation and excellence. Be part of a diverse team pushing technological boundaries.,Just now,"General Tech, Problem Solving"
507,Analytics Engineer,Intel,"New York, NY",$239K - $339K,Remote,Exciting opportunity for a Analytics Engineer to join our growing team. We value innovation and excellence. Be part of a diverse team pushing technological boundaries.,Just now,"General Tech, Problem Solving"
508,AI Ethicist,Scale AI,"Toronto, Canada",$262K - $295K,Contract,Exciting opportunity for a AI Ethicist to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,Just now,"General Tech, Problem Solving"
509,AI Ethicist,Scale AI,"Austin, TX",$180K - $219K,Contract,Exciting opportunity for a AI Ethicist to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,Just now,"General Tech, Problem Solving"
510,MLOps Engineer,Amazon Web Services,"Berlin, Germany",$279K - $356K,Contract,Exciting opportunity for a MLOps Engineer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,Just now,"General Tech, Problem Solving"
511,Data Architect,Microsoft,Remote,$148K - $214K,Contract,Exciting opportunity for a Data Architect to join our growing team. We value innovation and excellence. Be part of a diverse team pushing technological boundaries.,Just now,"General Tech, Problem Solving"
512,Backend AI Developer,Tesla,"San Francisco, CA",$183K - $225K,Contract,Exciting opportunity for a Backend AI Developer to join our growing team. We value innovation and excellence. We offer competitive benefits and a remote-friendly culture.,Just now,"General Tech, Problem Solving"
513,Data Architect,Databricks,"Toronto, Canada",$273K - $357K,Contract,Exciting opportunity for a Data Architect to join our growing team. We value innovation and excellence. We offer competitive benefits and a remote-friendly culture.,Just now,"General Tech, Problem Solving"
514,MLOps Engineer,Tesla,Remote,$149K - $246K,Full-time,Exciting opportunity for a MLOps Engineer to join our growing team. We value innovation and excellence. Be part of a diverse team pushing technological boundaries.,Just now,"General Tech, Problem Solving"
515,Deep Learning Engineer,Cisco,Singapore,$239K - $316K,Full-time,Exciting opportunity for a Deep Learning Engineer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,Just now,"General Tech, Problem Solving"
516,Data Engineer,Snowflake,"Seattle, WA",$183K - $246K,Remote,Exciting opportunity for a Data Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,Just now,"General Tech, Problem Solving"
517,MLOps Engineer,Cisco,"Tel Aviv, Israel",$122K - $164K,Remote,Exciting opportunity for a MLOps Engineer to join our growing team. We value innovation and excellence. Looking for a self-motivated individual who loves solving complex problems.,Just now,"General Tech, Problem Solving"
518,Deep Learning Engineer,Salesforce,"Berlin, Germany",$268K - $368K,Contract,Exciting opportunity for a Deep Learning Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,Just now,"General Tech, Problem Solving"
519,Deep Learning Engineer,Cisco,"Seattle, WA",$224K - $286K,Contract,Exciting opportunity for a Deep Learning Engineer to join our growing team. We value innovation and excellence. Experience with agile methodologies is preferred for this role.,Just now,"General Tech, Problem Solving"
